id,squareMeters,rooms,floor,floorCount,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price,isBrick,isConcreteSlab,isPremium,isLowQual,isApartment,isBlock,isTenement,age,predicted_price
43ed760d06cd3d8500c61d2c0a645b3c,35.8,2.0,3,6,52.28513,20.92896,7,11.0,0,1,0,0,0,1,0,0,1,1,1,0,2600,0,0,0,0,0,1,0,16,3086.9093606903693
4417b9dac7ef0037f2e5cfb2f3f3e8aa,51.0,2.0,6,6,52.23791255,21.02711969,1,52.0,0,0,0,0,0,0,0,1,1,1,0,0,4400,1,0,1,0,1,0,0,24,4953.097589294629
7381fad649f3428ca464b69ba8543731,42.0,2.0,1,16,52.2577856,20.9945166,2,32.0,0,0,0,0,0,0,0,1,0,1,1,0,2700,1,0,0,0,1,0,0,17,3866.020579773683
3dbbfb013ee6a46d31f75112cf48cef8,28.0,1.0,1,8,52.18292,20.99309,5,15.0,0,0,0,0,0,1,0,0,1,1,1,1,2800,1,0,0,0,1,0,0,1,3659.9263842490845
a1cc03d3fc560ade49d5324d808da01f,55.0,3.0,3,5,52.2785,21.01156,5,1.0,0,1,1,0,1,1,0,1,1,1,0,0,3950,1,0,0,0,1,0,0,1,4937.37626962406
fd7ed4ecd885483334d644458b169e37,62.0,2.0,4,8,52.1889807,21.006445,4,21.0,0,0,0,0,0,0,0,1,1,1,1,1,4900,0,1,1,0,1,0,0,11,4886.138010469159
41ab061b381188e928cc8f81a882ac07,50.0,2.0,4,6,52.1938892,21.0102125,4,32.0,0,0,0,0,0,0,0,1,1,1,0,0,3700,1,0,0,0,1,0,0,6,4645.249956489142
fbdd3b959ec83a9c10e70b6e6b9f7c9e,124.0,6.0,3,5,52.2186,21.0173,1,59.0,0,0,0,0,0,0,0,1,1,1,0,0,17500,1,0,0,0,1,0,0,14,12564.676480429292
a029d869a7a0d08e829808496096e0dc,57.0,3.0,2,3,52.21042,21.02933,2,12.0,0,0,0,0,0,0,0,0,1,0,0,0,4000,0,0,0,0,0,0,0,93,5630.922579413445
b2963d49fdfde2e7a236ba57ca25de42,100.0,3.0,1,4,52.16672,21.07683,8,18.0,0,1,0,0,0,2,0,0,1,0,0,0,7300,0,0,0,0,0,0,0,17,7849.111650323832
e2edc95b1b174378660d4505927fab1c,56.0,2.0,1,4,52.2628326,21.0230995,3,12.0,0,0,0,0,0,0,0,0,1,0,0,0,3800,0,0,1,0,0,1,0,65,3831.2774328958576
093ed2e7e7543d7a369df08273c02372,36.0,2.0,2,3,52.23355,21.01931,1,105.0,0,0,0,0,0,0,0,0,0,0,0,1,3800,1,0,0,0,0,0,1,68,4174.136576841799
49db252f7e46caa77635a3628ea82d93,56.0,2.0,4,7,52.19345,20.98831,4,15.0,0,0,0,0,0,1,0,0,0,1,0,0,3600,1,0,0,0,1,0,0,18,4252.276069322891
