id,squareMeters,rooms,floor,floorCount,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price,isBrick,isConcreteSlab,isPremium,isLowQual,isApartment,isBlock,isTenement,age
fa652a63562801dbc6701e9def7ed2d3,30.0,2.0,3,5,52.18477,21.01024,5,17.0,0,0,0,0,0,0,0,0,1,0,0,0,4690,1,0,0,0,1,0,0,21
b982b217b380eb7c36c6c92bf1d97319,90.0,4.0,1,4,52.2250175,21.0740786,4,13.0,0,1,0,0,0,0,0,1,0,0,0,0,6000,1,0,1,0,1,0,0,19
e8b50a747cb04eec23e8ce352337a222,75.0,3.0,2,5,52.20221,21.04283,4,21.0,0,0,0,0,0,1,0,0,0,0,0,1,5000,0,0,0,0,0,0,0,17
f62c83c1928b8947f940479b1edb2c32,41.0,2.0,2,4,52.2465388,21.0135778,1,82.0,0,0,0,0,0,0,0,0,0,0,0,1,4600,1,0,1,0,0,0,1,67
da07005ca2b37a0452a942d2293999f3,120.0,4.0,1,6,52.2043435,20.9965113,3,19.0,0,0,0,0,0,0,0,0,0,1,0,0,9000,1,0,1,0,1,0,0,20
f64e85fa15c511c65726f5f43be7fa6c,36.0,2.0,6,8,52.17655,21.03172,6,12.0,0,0,0,0,0,2,0,1,0,1,0,0,2400,1,0,0,0,1,0,0,18
aa3671cb27cb1c119780dab6168d1bcb,25.0,1.0,1,7,52.2049968,20.93695815,5,5.0,0,0,1,0,0,2,0,0,1,1,0,0,2400,1,0,1,0,1,0,0,4
5cb86f358320ae4e98ccc2d89ce60543,70.0,3.0,2,4,52.22115,21.23866,16,12.0,0,0,0,0,0,1,0,0,0,0,0,0,5900,0,0,0,0,0,0,0,3
cef4cce348ce2a5b9964282a848b923d,79.83,3.0,1,8,52.2039591,20.9951713,3,18.0,0,0,0,0,0,0,0,1,1,1,0,0,5900,1,0,1,0,1,0,0,17
c70e5d5a7a8af95d56122274494ae60b,32.01,1.0,2,5,52.2395271,20.9956448,1,68.0,0,0,0,0,0,0,0,0,0,1,0,0,3000,1,0,1,0,0,1,0,69
543838a4143faa555d6208b2a1d6b957,38.0,2.0,3,5,52.23168225,20.97503319,1,35.0,0,0,0,0,0,1,0,1,1,1,0,0,5000,1,0,1,0,1,0,0,3
618d8c60f81ac112484682f6c708143c,55.0,2.0,4,6,52.2409601,21.0241443,1,54.0,0,0,0,0,0,0,0,0,0,1,0,1,6000,1,0,1,0,0,0,1,118
6bc59f4ea4fb770c5415746d1b24a7d2,56.0,2.0,4,15,52.2827309,20.9818311,5,9.0,0,1,0,0,0,1,0,0,1,1,0,0,4000,1,0,0,0,1,0,0,17
2afba35161ab6419d4b8a79c49b29740,51.0,2.0,3,6,52.1746,21.0503,7,8.0,0,0,0,0,0,2,0,0,0,1,0,0,4000,1,0,1,0,1,0,0,2
a5ed035416d75358e12ee7215bd05c0c,103.0,3.0,6,6,52.2550563,20.9767598,3,17.0,0,0,0,0,0,0,0,0,1,1,0,0,7500,1,0,0,0,1,0,0,12
2a14dc9fcaef224bedba4d3fccbb7a32,68.0,3.0,1,4,52.22556,20.88525,8,5.0,0,1,1,0,0,4,0,0,1,1,1,0,4100,0,0,0,0,0,1,0,1
3a54ce33196d35514416a25a718144c5,80.0,4.0,2,2,52.1599705,21.0764116,9,26.0,0,1,0,0,0,1,0,1,1,1,0,0,7900,1,0,0,0,1,0,0,14
877d8b5bef9b7fd9e67a7d8f6f0c251d,108.0,5.0,10,12,52.2396,20.9827,1,53.0,0,0,0,0,0,0,0,1,1,1,0,0,8000,1,0,0,0,1,0,0,22
63137d8fb85cab237c553e82a76dcd30,75.0,4.0,1,3,52.2267637,21.0540149,3,15.0,0,0,0,0,0,0,0,1,0,0,0,0,5000,1,0,1,0,1,0,0,4
987d94fc8591ee20f2334aa0960bdb38,54.0,2.0,3,5,52.2221458,21.01427119,1,108.0,0,0,0,0,0,0,0,1,0,1,0,0,5600,1,0,1,0,0,0,1,131
33013a9cfde31dbec953c5eba7f5b47b,43.0,2.0,2,2,52.24818,21.01393,1,82.0,0,0,0,0,0,0,0,0,0,0,0,0,5499,0,0,0,0,0,0,0,87
f358347f33ea655156a430be44313101,86.0,4.0,1,4,52.2250175,21.0740786,4,13.0,0,1,0,0,0,0,0,1,1,1,0,0,6000,0,0,0,0,0,0,0,24
f7e6c504686ceaef9006e7af3a5afe7c,86.0,4.0,1,4,52.22421,21.07456,4,12.0,0,1,0,0,0,0,0,0,0,1,1,0,6000,1,0,0,0,0,1,0,19
27249bc6ea2d0c14433ede572e352f77,85.0,3.0,4,8,52.2300852,20.9931968,0,53.0,0,0,0,0,0,1,0,1,1,1,0,0,8000,1,0,1,0,1,0,0,12
0606d2eb483a6e7f6bcd365eaa328a2c,50.0,2.0,1,1,52.1379,21.0291,10,4.0,0,0,0,0,0,1,0,0,0,0,0,0,3200,0,0,0,0,0,0,0,22
6dbdc450f24c2f433f02525b2c54a453,70.0,3.0,1,4,52.2477331,21.0136079,1,82.0,0,0,0,0,0,0,0,0,0,0,0,1,7000,1,0,0,0,0,0,1,69
3d4897fa7b16de9edc0f941dfbba39d1,30.0,1.0,4,5,52.224526,21.0278959,1,24.0,0,0,0,0,0,0,0,1,0,1,0,0,2900,1,0,0,0,0,0,1,67
ce249292d43c2a07b098e1ebdd507edb,34.0,2.0,2,6,52.226,20.98162,1,21.0,0,0,0,0,0,1,0,0,0,1,0,0,5650,0,0,0,0,0,0,0,8
3e4720a85cab565c22046728f7fe6a21,120.0,4.0,2,2,52.2405014,21.03420067,2,16.0,0,0,0,0,0,1,0,1,0,1,0,0,12000,1,0,1,0,1,0,0,9
146f2e85923fa97645fb654c5bd3273e,52.0,2.0,1,12,52.14502,21.03599,9,17.0,0,0,0,0,0,0,0,0,1,1,0,0,3200,0,0,0,0,0,1,0,15
a2e26e2e6cdf90abdd2e4fe26797f21c,77.0,3.0,1,4,52.2227647544189,20.9896561368838,1,33.0,0,0,0,0,0,1,0,0,0,0,0,0,5800,1,0,0,0,0,0,1,89
bb709e428a1291fb333f435b23236ba4,31.0,2.0,10,12,52.2612886,21.05485161,4,16.0,0,0,0,0,0,0,0,0,0,1,0,0,2449,0,0,1,0,0,1,0,24
6b87131921580db1a259840e1e2a7685,118.0,4.0,2,4,52.2052,21.0297,3,21.0,0,0,0,0,0,1,0,0,1,0,0,0,7000,1,0,0,0,0,0,1,99
5ef26dea9279d75f90cebdb49e16dc6a,58.0,2.0,4,6,52.2296756,21.0122287,0,113.0,0,0,0,0,0,0,0,0,0,1,0,0,4700,1,0,1,0,0,0,0,15
